"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1670145",-0.374559362611114,11.4285598576786,-2.98534672194979,0.00417935123521761,0.912871460319218,-1.98510790537808
"ILMN_1670274",-0.113440431222222,6.78332037725,-2.98491524226444,0.00418443646529418,0.912871460319218,-1.98607920169279
"ILMN_1662786",0.0940515039611096,6.84909864473214,2.98150615666991,0.00422481751740807,0.912871460319218,-1.99374993101482
"ILMN_2333829",0.0917909195166633,6.75780518983929,2.9789749232337,0.00425503469084905,0.912871460319218,-1.99944150773181
"ILMN_1743476",-0.130380033622227,7.46332507975,-2.97800833760663,0.00426662651850172,0.912871460319218,-2.00161403283034
"ILMN_1666089",-0.340357746366669,7.72883846867857,-2.97760947592122,0.004271418450445,0.912871460319218,-2.00251038373434
"ILMN_1788988",0.198120596227778,8.14997375876786,2.97742172540264,0.00427367582251049,0.912871460319218,-2.00293228162137
"ILMN_1701314",-0.318963664777783,12.8901173032143,-2.97592310783916,0.00429173392957339,0.912871460319218,-2.00629919607904
"ILMN_2172933",0.0951524231944454,6.76062741083929,2.97436645787772,0.00431056650129691,0.912871460319218,-2.00979525090775
"ILMN_1671720",0.0923690682611111,6.80559248808929,2.97412755469672,0.00431346358463244,0.912871460319218,-2.01033168780138
"ILMN_1772925",-0.108391555549999,6.81271421016071,-2.97363061645068,0.00431949556213921,0.912871460319218,-2.01144742522273
"ILMN_2330495",-0.224780832833332,11.5838435794643,-2.97134833582105,0.00434729948747248,0.912871460319218,-2.01656999995769
"ILMN_1729368",-0.102227602805553,6.88325799141071,-2.97102443780544,0.00435125884928635,0.912871460319218,-2.01729676808628
"ILMN_2178201",0.0959367607055563,6.81346312176786,2.96949172502634,0.00437004043549097,0.912871460319218,-2.02073515298591
